FILENAME,TABLENAME,PVO_NAME,BICC_BATCH_NAME,CLUSTER_FIELDS,PARTITION_BY_TIME,PARTITION_BY_INTEGER,PK_TABLE,INC_TABLE,IEI_TABLE
file_fscmtopmodelam_organizationam_organizationunitpvo,FSCM_ORGANIZATION_ORGANIZATION_UNIT,fscmtopmodelam.organizationam.organizationunitpvo,FSC-FULL,,,,PK_FSCM_ORGANIZATION_ORGANIZATION_UNIT,INC_FSCM_ORGANIZATION_ORGANIZATION_UNIT,IEI_FSCM_ORGANIZATION_ORGANIZATION_UNIT
file_fscmtopmodelam_organizationam_organizationunittranslationpvo,FSCM_ORGANIZATION_ORGANIZATION_UNIT_TRANSLATION,fscmtopmodelam.organizationam.organizationunittranslationpvo,FSC-FULL,,,,PK_FSCM_ORGANIZATION_ORGANIZATION_UNIT_TRANSLATION,INC_FSCM_ORGANIZATION_ORGANIZATION_UNIT_TRANSLATION,IEI_FSCM_ORGANIZATION_ORGANIZATION_UNIT_TRANSLATION
file_fscmtopmodelam_partiesanalyticsam_partyperson,FSCM_PARTIES_PARTY_PERSON,fscmtopmodelam.partiesanalyticsam.partyperson,FSC-FULL,,,,PK_FSCM_PARTIES_PARTY_PERSON,INC_FSCM_PARTIES_PARTY_PERSON,IEI_FSCM_PARTIES_PARTY_PERSON
file_fscmtopmodelam_personam_globalpersonforetlpvo,FSCM_PERSON_GLOBAL_PERSON_FOR_ETL,fscmtopmodelam.personam.globalpersonforetlpvo,FSC-FULL,,,,PK_FSCM_PERSON_GLOBAL_PERSON_FOR_ETL,INC_FSCM_PERSON_GLOBAL_PERSON_FOR_ETL,IEI_FSCM_PERSON_GLOBAL_PERSON_FOR_ETL
file_fscmtopmodelam_pjfprojectam_projecttranslation,FSCM_PJFPROJECT_PROJECT_TRANSLATION,fscmtopmodelam.pjfprojectam.projecttranslation,FSC-FULL,,,,PK_FSCM_PJFPROJECT_PROJECT_TRANSLATION,INC_FSCM_PJFPROJECT_PROJECT_TRANSLATION,IEI_FSCM_PJFPROJECT_PROJECT_TRANSLATION
file_fscmtopmodelam_pjfprojectdefinitionam_tasktranslationpvo,FSCM_PJFPROJECTDEFINITION_TASK_TRANSLATION,fscmtopmodelam.pjfprojectdefinitionam.tasktranslationpvo,FSC-FULL,,,,PK_FSCM_PJFPROJECTDEFINITION_TASK_TRANSLATION,INC_FSCM_PJFPROJECTDEFINITION_TASK_TRANSLATION,IEI_FSCM_PJFPROJECTDEFINITION_TASK_TRANSLATION
file_fscmtopmodelam_pjfsetuptransactionsam_expenditurecategory,FSCM_PJFSETUPTRANSACTIONS_EXPENDITURE_CATEGORY,fscmtopmodelam.pjfsetuptransactionsam.expenditurecategory,FSC-FULL,,,,PK_FSCM_PJFSETUPTRANSACTIONS_EXPENDITURE_CATEGORY,INC_FSCM_PJFSETUPTRANSACTIONS_EXPENDITURE_CATEGORY,IEI_FSCM_PJFSETUPTRANSACTIONS_EXPENDITURE_CATEGORY
file_fscmtopmodelam_pjfsetuptransactionsam_expendituretypetranslation,FSCM_PJFSETUPTRANSACTIONS_EXPENDITURE_TYPE_TRANSLATION,fscmtopmodelam.pjfsetuptransactionsam.expendituretypetranslation,FSC-FULL,,,,PK_FSCM_PJFSETUPTRANSACTIONS_EXPENDITURE_TYPE_TRANSLATION,INC_FSCM_PJFSETUPTRANSACTIONS_EXPENDITURE_TYPE_TRANSLATION,IEI_FSCM_PJFSETUPTRANSACTIONS_EXPENDITURE_TYPE_TRANSLATION
file_fscmtopmodelam_prcextractam_pobiccextractam_purchasingattributevaluesdffextractpvo,FSCM_PRC_PO_PURCHASING_ATTRIBUTE_VALUES_DFF_EXTRACT,fscmtopmodelam.prcextractam.pobiccextractam.purchasingattributevaluesdffextractpvo,FSC-FULL,,,,PK_FSCM_PRC_PO_PURCHASING_ATTRIBUTE_VALUES_DFF_EXTRACT,INC_FSCM_PRC_PO_PURCHASING_ATTRIBUTE_VALUES_DFF_EXTRACT,IEI_FSCM_PRC_PO_PURCHASING_ATTRIBUTE_VALUES_DFF_EXTRACT
file_fscmtopmodelam_prcextractam_pobiccextractam_purchasingattributevaluesextractpvo,FSCM_PRC_PO_PURCHASING_ATTRIBUTE_VALUES_EXTRACT,fscmtopmodelam.prcextractam.pobiccextractam.purchasingattributevaluesextractpvo,FSC-FULL,,,,PK_FSCM_PRC_PO_PURCHASING_ATTRIBUTE_VALUES_EXTRACT,INC_FSCM_PRC_PO_PURCHASING_ATTRIBUTE_VALUES_EXTRACT,IEI_FSCM_PRC_PO_PURCHASING_ATTRIBUTE_VALUES_EXTRACT
file_fscmtopmodelam_prcextractam_pobiccextractam_purchasingdocumentdistributionextractpvo,FSCM_PRC_PO_PURCHASING_DOCUMENT_DISTRIBUTION_EXTRACT,fscmtopmodelam.prcextractam.pobiccextractam.purchasingdocumentdistributionextractpvo,FSC-FULL,,,,PK_FSCM_PRC_PO_PURCHASING_DOCUMENT_DISTRIBUTION_EXTRACT,INC_FSCM_PRC_PO_PURCHASING_DOCUMENT_DISTRIBUTION_EXTRACT,IEI_FSCM_PRC_PO_PURCHASING_DOCUMENT_DISTRIBUTION_EXTRACT
file_fscmtopmodelam_prcextractam_pobiccextractam_purchasingdocumentheaderdffextractpvo,FSCM_PRC_PO_PURCHASING_DOCUMENT_HEADER_DFF_EXTRACT,fscmtopmodelam.prcextractam.pobiccextractam.purchasingdocumentheaderdffextractpvo,FSC-FULL,,,,PK_FSCM_PRC_PO_PURCHASING_DOCUMENT_HEADER_DFF_EXTRACT,INC_FSCM_PRC_PO_PURCHASING_DOCUMENT_HEADER_DFF_EXTRACT,IEI_FSCM_PRC_PO_PURCHASING_DOCUMENT_HEADER_DFF_EXTRACT
file_fscmtopmodelam_prcextractam_pobiccextractam_purchasingdocumentheaderextractpvo,FSCM_PRC_PO_PURCHASING_DOCUMENT_HEADER_EXTRACT,fscmtopmodelam.prcextractam.pobiccextractam.purchasingdocumentheaderextractpvo,FSC-FULL,,,,PK_FSCM_PRC_PO_PURCHASING_DOCUMENT_HEADER_EXTRACT,INC_FSCM_PRC_PO_PURCHASING_DOCUMENT_HEADER_EXTRACT,IEI_FSCM_PRC_PO_PURCHASING_DOCUMENT_HEADER_EXTRACT
file_fscmtopmodelam_prcextractam_pobiccextractam_purchasingdocumentlinedffextractpvo,FSCM_PRC_PO_PURCHASING_DOCUMENT_LINE_DFF_EXTRACT,fscmtopmodelam.prcextractam.pobiccextractam.purchasingdocumentlinedffextractpvo,FSC-FULL,,,,PK_FSCM_PRC_PO_PURCHASING_DOCUMENT_LINE_DFF_EXTRACT,INC_FSCM_PRC_PO_PURCHASING_DOCUMENT_LINE_DFF_EXTRACT,IEI_FSCM_PRC_PO_PURCHASING_DOCUMENT_LINE_DFF_EXTRACT
file_fscmtopmodelam_prcextractam_pobiccextractam_purchasingdocumentlineextractpvo,FSCM_PRC_PO_PURCHASING_DOCUMENT_LINE_EXTRACT,fscmtopmodelam.prcextractam.pobiccextractam.purchasingdocumentlineextractpvo,FSC-FULL,,,,PK_FSCM_PRC_PO_PURCHASING_DOCUMENT_LINE_EXTRACT,INC_FSCM_PRC_PO_PURCHASING_DOCUMENT_LINE_EXTRACT,IEI_FSCM_PRC_PO_PURCHASING_DOCUMENT_LINE_EXTRACT
file_fscmtopmodelam_prcextractam_pobiccextractam_purchasingdocumentlinelocationextractpvo,FSCM_PRC_PO_PURCHASING_DOCUMENT_LINE_LOCATION_EXTRACT,fscmtopmodelam.prcextractam.pobiccextractam.purchasingdocumentlinelocationextractpvo,FSC-FULL,,,,PK_FSCM_PRC_PO_PURCHASING_DOCUMENT_LINE_LOCATION_EXTRACT,INC_FSCM_PRC_PO_PURCHASING_DOCUMENT_LINE_LOCATION_EXTRACT,IEI_FSCM_PRC_PO_PURCHASING_DOCUMENT_LINE_LOCATION_EXTRACT
file_fscmtopmodelam_prcextractam_pobiccextractam_purchasinggaorgassignmentsextractpvo,FSCM_PRC_PO_PURCHASING_GA_ORG_ASSIGNMENTS_EXTRACT,fscmtopmodelam.prcextractam.pobiccextractam.purchasinggaorgassignmentsextractpvo,FSC-FULL,,,,PK_FSCM_PRC_PO_PURCHASING_GA_ORG_ASSIGNMENTS_EXTRACT,INC_FSCM_PRC_PO_PURCHASING_GA_ORG_ASSIGNMENTS_EXTRACT,IEI_FSCM_PRC_PO_PURCHASING_GA_ORG_ASSIGNMENTS_EXTRACT
file_fscmtopmodelam_prcextractam_porbiccextractam_requisitiondistributionextractpvo,FSCM_PRC_POR_REQUISITION_DISTRIBUTION_EXTRACT,fscmtopmodelam.prcextractam.porbiccextractam.requisitiondistributionextractpvo,FSC-FULL,,,,PK_FSCM_PRC_POR_REQUISITION_DISTRIBUTION_EXTRACT,INC_FSCM_PRC_POR_REQUISITION_DISTRIBUTION_EXTRACT,IEI_FSCM_PRC_POR_REQUISITION_DISTRIBUTION_EXTRACT
file_fscmtopmodelam_prcextractam_porbiccextractam_requisitionheaderextractpvo,FSCM_PRC_POR_REQUISITION_HEADER_EXTRACT,fscmtopmodelam.prcextractam.porbiccextractam.requisitionheaderextractpvo,FSC-FULL,,,,PK_FSCM_PRC_POR_REQUISITION_HEADER_EXTRACT,INC_FSCM_PRC_POR_REQUISITION_HEADER_EXTRACT,IEI_FSCM_PRC_POR_REQUISITION_HEADER_EXTRACT
file_fscmtopmodelam_prcextractam_porbiccextractam_requisitionlineextractpvo,FSCM_PRC_POR_REQUISITION_LINE_EXTRACT,fscmtopmodelam.prcextractam.porbiccextractam.requisitionlineextractpvo,FSC-FULL,,,,PK_FSCM_PRC_POR_REQUISITION_LINE_EXTRACT,INC_FSCM_PRC_POR_REQUISITION_LINE_EXTRACT,IEI_FSCM_PRC_POR_REQUISITION_LINE_EXTRACT
file_fscmtopmodelam_prcextractam_pozbiccextractam_supplierbusinessclassificationextractpvo,FSCM_PRC_POZ_SUPPLIER_BUSINESS_CLASSIFICATION_EXTRACT,fscmtopmodelam.prcextractam.pozbiccextractam.supplierbusinessclassificationextractpvo,FSC-FULL,,,,PK_FSCM_PRC_POZ_SUPPLIER_BUSINESS_CLASSIFICATION_EXTRACT,INC_FSCM_PRC_POZ_SUPPLIER_BUSINESS_CLASSIFICATION_EXTRACT,IEI_FSCM_PRC_POZ_SUPPLIER_BUSINESS_CLASSIFICATION_EXTRACT
file_fscmtopmodelam_prcextractam_pozbiccextractam_supplierextractpvo,FSCM_PRC_POZ_SUPPLIER_EXTRACT,fscmtopmodelam.prcextractam.pozbiccextractam.supplierextractpvo,FSC-FULL,,,,PK_FSCM_PRC_POZ_SUPPLIER_EXTRACT,INC_FSCM_PRC_POZ_SUPPLIER_EXTRACT,IEI_FSCM_PRC_POZ_SUPPLIER_EXTRACT
file_fscmtopmodelam_prcextractam_pozbiccextractam_suppliersiteextractpvo,FSCM_PRC_POZ_SUPPLIER_SITE_EXTRACT,fscmtopmodelam.prcextractam.pozbiccextractam.suppliersiteextractpvo,FSC-FULL,,,,PK_FSCM_PRC_POZ_SUPPLIER_SITE_EXTRACT,INC_FSCM_PRC_POZ_SUPPLIER_SITE_EXTRACT,IEI_FSCM_PRC_POZ_SUPPLIER_SITE_EXTRACT
file_fscmtopmodelam_prcpozpublicviewam_supplierbankaccountpvo,FSCM_PRCPOZPUBLICVIEW_SUPPLIER_BANK_ACCOUNT,fscmtopmodelam.prcpozpublicviewam.supplierbankaccountpvo,FSC-FULL,,,,PK_FSCM_PRCPOZPUBLICVIEW_SUPPLIER_BANK_ACCOUNT,INC_FSCM_PRCPOZPUBLICVIEW_SUPPLIER_BANK_ACCOUNT,IEI_FSCM_PRCPOZPUBLICVIEW_SUPPLIER_BANK_ACCOUNT
file_fscmtopmodelam_prcpozpublicviewam_supplierpvo,FSCM_PRCPOZPUBLICVIEW_SUPPLIER,fscmtopmodelam.prcpozpublicviewam.supplierpvo,FSC-FULL,,,,PK_FSCM_PRCPOZPUBLICVIEW_SUPPLIER,INC_FSCM_PRCPOZPUBLICVIEW_SUPPLIER,IEI_FSCM_PRCPOZPUBLICVIEW_SUPPLIER
file_fscmtopmodelam_prcpozpublicviewam_suppliersitepvo,FSCM_PRCPOZPUBLICVIEW_SUPPLIER_SITE,fscmtopmodelam.prcpozpublicviewam.suppliersitepvo,FSC-FULL,,,,PK_FSCM_PRCPOZPUBLICVIEW_SUPPLIER_SITE,INC_FSCM_PRCPOZPUBLICVIEW_SUPPLIER_SITE,IEI_FSCM_PRCPOZPUBLICVIEW_SUPPLIER_SITE
file_fscmtopmodelam_prjextractam_gmsbiccextractam_awardheaderextractpvo,FSCM_PRJ_GMS_AWARD_HEADER_EXTRACT,fscmtopmodelam.prjextractam.gmsbiccextractam.awardheaderextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_GMS_AWARD_HEADER_EXTRACT,INC_FSCM_PRJ_GMS_AWARD_HEADER_EXTRACT,IEI_FSCM_PRJ_GMS_AWARD_HEADER_EXTRACT
file_fscmtopmodelam_prjextractam_gmsbiccextractam_awardheadertranslationextractpvo,FSCM_PRJ_GMS_AWARD_HEADER_TRANSLATION_EXTRACT,fscmtopmodelam.prjextractam.gmsbiccextractam.awardheadertranslationextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_GMS_AWARD_HEADER_TRANSLATION_EXTRACT,INC_FSCM_PRJ_GMS_AWARD_HEADER_TRANSLATION_EXTRACT,IEI_FSCM_PRJ_GMS_AWARD_HEADER_TRANSLATION_EXTRACT
file_fscmtopmodelam_prjextractam_gmsbiccextractam_awardprojectextractpvo,FSCM_PRJ_GMS_AWARD_PROJECT_EXTRACT,fscmtopmodelam.prjextractam.gmsbiccextractam.awardprojectextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_GMS_AWARD_PROJECT_EXTRACT,INC_FSCM_PRJ_GMS_AWARD_PROJECT_EXTRACT,IEI_FSCM_PRJ_GMS_AWARD_PROJECT_EXTRACT
file_fscmtopmodelam_prjextractam_gmsbiccextractam_fundingsourceextractpvo,FSCM_PRJ_GMS_FUNDING_SOURCE_EXTRACT,fscmtopmodelam.prjextractam.gmsbiccextractam.fundingsourceextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_GMS_FUNDING_SOURCE_EXTRACT,INC_FSCM_PRJ_GMS_FUNDING_SOURCE_EXTRACT,IEI_FSCM_PRJ_GMS_FUNDING_SOURCE_EXTRACT
file_fscmtopmodelam_prjextractam_pjbbiccextractam_billingeventextractpvo,FSCM_PRJ_PJB_BILLING_EVENT_EXTRACT,fscmtopmodelam.prjextractam.pjbbiccextractam.billingeventextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJB_BILLING_EVENT_EXTRACT,INC_FSCM_PRJ_PJB_BILLING_EVENT_EXTRACT,IEI_FSCM_PRJ_PJB_BILLING_EVENT_EXTRACT
file_fscmtopmodelam_prjextractam_pjcbiccextractam_projectassetextractpvo,FSCM_PRJ_PJC_PROJECT_ASSET_EXTRACT,fscmtopmodelam.prjextractam.pjcbiccextractam.projectassetextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJC_PROJECT_ASSET_EXTRACT,INC_FSCM_PRJ_PJC_PROJECT_ASSET_EXTRACT,IEI_FSCM_PRJ_PJC_PROJECT_ASSET_EXTRACT
file_fscmtopmodelam_prjextractam_pjcbiccextractam_projectcommitmentextractpvo,FSCM_PRJ_PJC_PROJECT_COMMITMENT_EXTRACT,fscmtopmodelam.prjextractam.pjcbiccextractam.projectcommitmentextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJC_PROJECT_COMMITMENT_EXTRACT,INC_FSCM_PRJ_PJC_PROJECT_COMMITMENT_EXTRACT,IEI_FSCM_PRJ_PJC_PROJECT_COMMITMENT_EXTRACT
file_fscmtopmodelam_prjextractam_pjcbiccextractam_projectexpendituregroupextractpvo,FSCM_PRJ_PJC_PROJECT_EXPENDITURE_GROUP_EXTRACT,fscmtopmodelam.prjextractam.pjcbiccextractam.projectexpendituregroupextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJC_PROJECT_EXPENDITURE_GROUP_EXTRACT,INC_FSCM_PRJ_PJC_PROJECT_EXPENDITURE_GROUP_EXTRACT,IEI_FSCM_PRJ_PJC_PROJECT_EXPENDITURE_GROUP_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_burdenscheduleextractpvo,FSCM_PRJ_PJF_BURDEN_SCHEDULE_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.burdenscheduleextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_BURDEN_SCHEDULE_EXTRACT,INC_FSCM_PRJ_PJF_BURDEN_SCHEDULE_EXTRACT,IEI_FSCM_PRJ_PJF_BURDEN_SCHEDULE_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_classcategorytranslationextractpvo,FSCM_PRJ_PJF_CLASS_CATEGORY_TRANSLATION_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.classcategorytranslationextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_CLASS_CATEGORY_TRANSLATION_EXTRACT,INC_FSCM_PRJ_PJF_CLASS_CATEGORY_TRANSLATION_EXTRACT,IEI_FSCM_PRJ_PJF_CLASS_CATEGORY_TRANSLATION_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_classcodeextractpvo,FSCM_PRJ_PJF_CLASS_CODE_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.classcodeextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_CLASS_CODE_EXTRACT,INC_FSCM_PRJ_PJF_CLASS_CODE_EXTRACT,IEI_FSCM_PRJ_PJF_CLASS_CODE_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_classcodetranslationextractpvo,FSCM_PRJ_PJF_CLASS_CODE_TRANSLATION_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.classcodetranslationextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_CLASS_CODE_TRANSLATION_EXTRACT,INC_FSCM_PRJ_PJF_CLASS_CODE_TRANSLATION_EXTRACT,IEI_FSCM_PRJ_PJF_CLASS_CODE_TRANSLATION_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_eventtypetranslationextractpvo,FSCM_PRJ_PJF_EVENT_TYPE_TRANSLATION_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.eventtypetranslationextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_EVENT_TYPE_TRANSLATION_EXTRACT,INC_FSCM_PRJ_PJF_EVENT_TYPE_TRANSLATION_EXTRACT,IEI_FSCM_PRJ_PJF_EVENT_TYPE_TRANSLATION_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_expenditurecategorytranslationextractpvo,FSCM_PRJ_PJF_EXPENDITURE_CATEGORY_TRANSLATION_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.expenditurecategorytranslationextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_EXPENDITURE_CATEGORY_TRANSLATION_EXTRACT,INC_FSCM_PRJ_PJF_EXPENDITURE_CATEGORY_TRANSLATION_EXTRACT,IEI_FSCM_PRJ_PJF_EXPENDITURE_CATEGORY_TRANSLATION_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_expendituretypeclasstranslationextractpvo,FSCM_PRJ_PJF_EXPENDITURE_TYPE_CLASS_TRANSLATION_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.expendituretypeclasstranslationextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_EXPENDITURE_TYPE_CLASS_TRANSLATION_EXTRACT,INC_FSCM_PRJ_PJF_EXPENDITURE_TYPE_CLASS_TRANSLATION_EXTRACT,IEI_FSCM_PRJ_PJF_EXPENDITURE_TYPE_CLASS_TRANSLATION_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_expendituretypeextractpvo,FSCM_PRJ_PJF_EXPENDITURE_TYPE_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.expendituretypeextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_EXPENDITURE_TYPE_EXTRACT,INC_FSCM_PRJ_PJF_EXPENDITURE_TYPE_EXTRACT,IEI_FSCM_PRJ_PJF_EXPENDITURE_TYPE_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_expendituretypetranslationextractpvo,FSCM_PRJ_PJF_EXPENDITURE_TYPE_TRANSLATION_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.expendituretypetranslationextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_EXPENDITURE_TYPE_TRANSLATION_EXTRACT,INC_FSCM_PRJ_PJF_EXPENDITURE_TYPE_TRANSLATION_EXTRACT,IEI_FSCM_PRJ_PJF_EXPENDITURE_TYPE_TRANSLATION_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_nonlaborresourceextractpvo,FSCM_PRJ_PJF_NON_LABOR_RESOURCE_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.nonlaborresourceextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_NON_LABOR_RESOURCE_EXTRACT,INC_FSCM_PRJ_PJF_NON_LABOR_RESOURCE_EXTRACT,IEI_FSCM_PRJ_PJF_NON_LABOR_RESOURCE_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_projectclasscodeextractpvo,FSCM_PRJ_PJF_PROJECT_CLASS_CODE_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.projectclasscodeextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_PROJECT_CLASS_CODE_EXTRACT,INC_FSCM_PRJ_PJF_PROJECT_CLASS_CODE_EXTRACT,IEI_FSCM_PRJ_PJF_PROJECT_CLASS_CODE_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_projectextractpvo,FSCM_PRJ_PJF_PROJECT_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.projectextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_PROJECT_EXTRACT,INC_FSCM_PRJ_PJF_PROJECT_EXTRACT,IEI_FSCM_PRJ_PJF_PROJECT_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_projectpartyextractpvo,FSCM_PRJ_PJF_PROJECT_PARTY_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.projectpartyextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_PROJECT_PARTY_EXTRACT,INC_FSCM_PRJ_PJF_PROJECT_PARTY_EXTRACT,IEI_FSCM_PRJ_PJF_PROJECT_PARTY_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_projectresourcebreakdownstructureelementextractpvo,FSCM_PRJ_PJF_PROJECT_RESOURCE_BREAKDOWN_STRUCTURE_ELEMENT_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.projectresourcebreakdownstructureelementextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_PROJECT_RESOURCE_BREAKDOWN_STRUCTURE_ELEMENT_EXTRACT,INC_FSCM_PRJ_PJF_PROJECT_RESOURCE_BREAKDOWN_STRUCTURE_ELEMENT_EXTRACT,IEI_FSCM_PRJ_PJF_PROJECT_RESOURCE_BREAKDOWN_STRUCTURE_ELEMENT_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_projectresourcebreakdownstructureelementnameextractpvo,FSCM_PRJ_PJF_PROJECT_RESOURCE_BREAKDOWN_STRUCTURE_ELEMENT_NAME_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.projectresourcebreakdownstructureelementnameextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_PROJECT_RESOURCE_BREAKDOWN_STRUCTURE_ELEMENT_NAME_EXTRACT,INC_FSCM_PRJ_PJF_PROJECT_RESOURCE_BREAKDOWN_STRUCTURE_ELEMENT_NAME_EXTRACT,IEI_FSCM_PRJ_PJF_PROJECT_RESOURCE_BREAKDOWN_STRUCTURE_ELEMENT_NAME_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_projectresourcebreakdownstructureelementnametranslationextractpvo,FSCM_PRJ_PJF_PROJECT_RESOURCE_BREAKDOWN_STRUCTURE_ELEMENT_NAME_TRANSLATION_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.projectresourcebreakdownstructureelementnametranslationextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_PROJECT_RESOURCE_BREAKDOWN_STRUCTURE_ELEMENT_NAME_TRANSLATION_EXTRACT,INC_FSCM_PRJ_PJF_PROJECT_RESOURCE_BREAKDOWN_STRUCTURE_ELEMENT_NAME_TRANSLATION_EXTRACT,IEI_FSCM_PRJ_PJF_PROJECT_RESOURCE_BREAKDOWN_STRUCTURE_ELEMENT_NAME_TRANSLATION_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_projectresourcetypetranslationextractpvo,FSCM_PRJ_PJF_PROJECT_RESOURCE_TYPE_TRANSLATION_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.projectresourcetypetranslationextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_PROJECT_RESOURCE_TYPE_TRANSLATION_EXTRACT,INC_FSCM_PRJ_PJF_PROJECT_RESOURCE_TYPE_TRANSLATION_EXTRACT,IEI_FSCM_PRJ_PJF_PROJECT_RESOURCE_TYPE_TRANSLATION_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_projectroletypetranslationextractpvo,FSCM_PRJ_PJF_PROJECT_ROLE_TYPE_TRANSLATION_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.projectroletypetranslationextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_PROJECT_ROLE_TYPE_TRANSLATION_EXTRACT,INC_FSCM_PRJ_PJF_PROJECT_ROLE_TYPE_TRANSLATION_EXTRACT,IEI_FSCM_PRJ_PJF_PROJECT_ROLE_TYPE_TRANSLATION_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_projectstatusextractpvo,FSCM_PRJ_PJF_PROJECT_STATUS_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.projectstatusextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_PROJECT_STATUS_EXTRACT,INC_FSCM_PRJ_PJF_PROJECT_STATUS_EXTRACT,IEI_FSCM_PRJ_PJF_PROJECT_STATUS_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_projectstatustranslationextractpvo,FSCM_PRJ_PJF_PROJECT_STATUS_TRANSLATION_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.projectstatustranslationextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_PROJECT_STATUS_TRANSLATION_EXTRACT,INC_FSCM_PRJ_PJF_PROJECT_STATUS_TRANSLATION_EXTRACT,IEI_FSCM_PRJ_PJF_PROJECT_STATUS_TRANSLATION_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_projecttranslationextractpvo,FSCM_PRJ_PJF_PROJECT_TRANSLATION_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.projecttranslationextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_PROJECT_TRANSLATION_EXTRACT,INC_FSCM_PRJ_PJF_PROJECT_TRANSLATION_EXTRACT,IEI_FSCM_PRJ_PJF_PROJECT_TRANSLATION_EXTRACT
