FILENAME,TABLENAME,PVO_NAME,BICC_BATCH_NAME,CLUSTER_FIELDS,PARTITION_BY_TIME,PARTITION_BY_INTEGER,PK_TABLE,INC_TABLE,IEI_TABLE
file_fscmtopmodelam_prjextractam_pjfbiccextractam_projecttypeextractpvo,FSCM_PRJ_PJF_PROJECT_TYPE_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.projecttypeextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_PROJECT_TYPE_EXTRACT,INC_FSCM_PRJ_PJF_PROJECT_TYPE_EXTRACT,IEI_FSCM_PRJ_PJF_PROJECT_TYPE_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_projecttypetranslationextractpvo,FSCM_PRJ_PJF_PROJECT_TYPE_TRANSLATION_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.projecttypetranslationextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_PROJECT_TYPE_TRANSLATION_EXTRACT,INC_FSCM_PRJ_PJF_PROJECT_TYPE_TRANSLATION_EXTRACT,IEI_FSCM_PRJ_PJF_PROJECT_TYPE_TRANSLATION_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_taskstructureextractpvo,FSCM_PRJ_PJF_TASK_STRUCTURE_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.taskstructureextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_TASK_STRUCTURE_EXTRACT,INC_FSCM_PRJ_PJF_TASK_STRUCTURE_EXTRACT,IEI_FSCM_PRJ_PJF_TASK_STRUCTURE_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_taskstructuretranslationextractpvo,FSCM_PRJ_PJF_TASK_STRUCTURE_TRANSLATION_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.taskstructuretranslationextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_TASK_STRUCTURE_TRANSLATION_EXTRACT,INC_FSCM_PRJ_PJF_TASK_STRUCTURE_TRANSLATION_EXTRACT,IEI_FSCM_PRJ_PJF_TASK_STRUCTURE_TRANSLATION_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_transactiondocumententryextractpvo,FSCM_PRJ_PJF_TRANSACTION_DOCUMENT_ENTRY_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.transactiondocumententryextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_TRANSACTION_DOCUMENT_ENTRY_EXTRACT,INC_FSCM_PRJ_PJF_TRANSACTION_DOCUMENT_ENTRY_EXTRACT,IEI_FSCM_PRJ_PJF_TRANSACTION_DOCUMENT_ENTRY_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_transactiondocumententrytranslationextractpvo,FSCM_PRJ_PJF_TRANSACTION_DOCUMENT_ENTRY_TRANSLATION_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.transactiondocumententrytranslationextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_TRANSACTION_DOCUMENT_ENTRY_TRANSLATION_EXTRACT,INC_FSCM_PRJ_PJF_TRANSACTION_DOCUMENT_ENTRY_TRANSLATION_EXTRACT,IEI_FSCM_PRJ_PJF_TRANSACTION_DOCUMENT_ENTRY_TRANSLATION_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_transactiondocumentextractpvo,FSCM_PRJ_PJF_TRANSACTION_DOCUMENT_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.transactiondocumentextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_TRANSACTION_DOCUMENT_EXTRACT,INC_FSCM_PRJ_PJF_TRANSACTION_DOCUMENT_EXTRACT,IEI_FSCM_PRJ_PJF_TRANSACTION_DOCUMENT_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_transactiondocumenttranslationextractpvo,FSCM_PRJ_PJF_TRANSACTION_DOCUMENT_TRANSLATION_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.transactiondocumenttranslationextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_TRANSACTION_DOCUMENT_TRANSLATION_EXTRACT,INC_FSCM_PRJ_PJF_TRANSACTION_DOCUMENT_TRANSLATION_EXTRACT,IEI_FSCM_PRJ_PJF_TRANSACTION_DOCUMENT_TRANSLATION_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_transactionsourceextractpvo,FSCM_PRJ_PJF_TRANSACTION_SOURCE_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.transactionsourceextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_TRANSACTION_SOURCE_EXTRACT,INC_FSCM_PRJ_PJF_TRANSACTION_SOURCE_EXTRACT,IEI_FSCM_PRJ_PJF_TRANSACTION_SOURCE_EXTRACT
file_fscmtopmodelam_prjextractam_pjfbiccextractam_transactionsourcetranslationextractpvo,FSCM_PRJ_PJF_TRANSACTION_SOURCE_TRANSLATION_EXTRACT,fscmtopmodelam.prjextractam.pjfbiccextractam.transactionsourcetranslationextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJF_TRANSACTION_SOURCE_TRANSLATION_EXTRACT,INC_FSCM_PRJ_PJF_TRANSACTION_SOURCE_TRANSLATION_EXTRACT,IEI_FSCM_PRJ_PJF_TRANSACTION_SOURCE_TRANSLATION_EXTRACT
file_fscmtopmodelam_prjextractam_pjobiccextractam_planlinedetailextractp1,FSCM_PRJ_PJO_PLAN_LINE_DETAIL_EXTRACT_P1,fscmtopmodelam.prjextractam.pjobiccextractam.planlinedetailextractp1,FSC-FULL,,,,PK_FSCM_PRJ_PJO_PLAN_LINE_DETAIL_EXTRACT_P1,INC_FSCM_PRJ_PJO_PLAN_LINE_DETAIL_EXTRACT_P1,IEI_FSCM_PRJ_PJO_PLAN_LINE_DETAIL_EXTRACT_P1
file_fscmtopmodelam_prjextractam_pjobiccextractam_planlineextractp1,FSCM_PRJ_PJO_PLAN_LINE_EXTRACT_P1,fscmtopmodelam.prjextractam.pjobiccextractam.planlineextractp1,FSC-FULL,,,,PK_FSCM_PRJ_PJO_PLAN_LINE_EXTRACT_P1,INC_FSCM_PRJ_PJO_PLAN_LINE_EXTRACT_P1,IEI_FSCM_PRJ_PJO_PLAN_LINE_EXTRACT_P1
file_fscmtopmodelam_prjextractam_pjobiccextractam_planningelementsextractp1,FSCM_PRJ_PJO_PLANNING_ELEMENTS_EXTRACT_P1,fscmtopmodelam.prjextractam.pjobiccextractam.planningelementsextractp1,FSC-FULL,,,,PK_FSCM_PRJ_PJO_PLANNING_ELEMENTS_EXTRACT_P1,INC_FSCM_PRJ_PJO_PLANNING_ELEMENTS_EXTRACT_P1,IEI_FSCM_PRJ_PJO_PLANNING_ELEMENTS_EXTRACT_P1
file_fscmtopmodelam_prjextractam_pjobiccextractam_plantypebaseextractp1,FSCM_PRJ_PJO_PLAN_TYPE_BASE_EXTRACT_P1,fscmtopmodelam.prjextractam.pjobiccextractam.plantypebaseextractp1,FSC-FULL,,,,PK_FSCM_PRJ_PJO_PLAN_TYPE_BASE_EXTRACT_P1,INC_FSCM_PRJ_PJO_PLAN_TYPE_BASE_EXTRACT_P1,IEI_FSCM_PRJ_PJO_PLAN_TYPE_BASE_EXTRACT_P1
file_fscmtopmodelam_prjextractam_pjobiccextractam_planversionbaseextractp1,FSCM_PRJ_PJO_PLAN_VERSION_BASE_EXTRACT_P1,fscmtopmodelam.prjextractam.pjobiccextractam.planversionbaseextractp1,FSC-FULL,,,,PK_FSCM_PRJ_PJO_PLAN_VERSION_BASE_EXTRACT_P1,INC_FSCM_PRJ_PJO_PLAN_VERSION_BASE_EXTRACT_P1,IEI_FSCM_PRJ_PJO_PLAN_VERSION_BASE_EXTRACT_P1
file_fscmtopmodelam_prjextractam_pjobiccextractam_planversiontranslationextractp1,FSCM_PRJ_PJO_PLAN_VERSION_TRANSLATION_EXTRACT_P1,fscmtopmodelam.prjextractam.pjobiccextractam.planversiontranslationextractp1,FSC-FULL,,,,PK_FSCM_PRJ_PJO_PLAN_VERSION_TRANSLATION_EXTRACT_P1,INC_FSCM_PRJ_PJO_PLAN_VERSION_TRANSLATION_EXTRACT_P1,IEI_FSCM_PRJ_PJO_PLAN_VERSION_TRANSLATION_EXTRACT_P1
file_fscmtopmodelam_scmextractam_egpbiccextractam_categoryextractpvo,FSCM_SCM_EGP_CATEGORY_EXTRACT,fscmtopmodelam.scmextractam.egpbiccextractam.categoryextractpvo,FSC-FULL,,,,PK_FSCM_SCM_EGP_CATEGORY_EXTRACT,INC_FSCM_SCM_EGP_CATEGORY_EXTRACT,IEI_FSCM_SCM_EGP_CATEGORY_EXTRACT
file_fscmtopmodelam_scmextractam_egpbiccextractam_categorytranslationextractpvo,FSCM_SCM_EGP_CATEGORY_TRANSLATION_EXTRACT,fscmtopmodelam.scmextractam.egpbiccextractam.categorytranslationextractpvo,FSC-FULL,,,,PK_FSCM_SCM_EGP_CATEGORY_TRANSLATION_EXTRACT,INC_FSCM_SCM_EGP_CATEGORY_TRANSLATION_EXTRACT,IEI_FSCM_SCM_EGP_CATEGORY_TRANSLATION_EXTRACT
file_fscmtopmodelam_scmextractam_egpbiccextractam_itemextractpvo,FSCM_SCM_EGP_ITEM_EXTRACT,fscmtopmodelam.scmextractam.egpbiccextractam.itemextractpvo,FSC-FULL,,,,PK_FSCM_SCM_EGP_ITEM_EXTRACT,INC_FSCM_SCM_EGP_ITEM_EXTRACT,IEI_FSCM_SCM_EGP_ITEM_EXTRACT
file_fscmtopmodelam_scmextractam_rcvbiccextractam_receivinginboundshipmentlineextractpvo,FSCM_SCM_RCV_RECEIVING_INBOUND_SHIPMENT_LINE_EXTRACT,fscmtopmodelam.scmextractam.rcvbiccextractam.receivinginboundshipmentlineextractpvo,FSC-FULL,,,,PK_FSCM_SCM_RCV_RECEIVING_INBOUND_SHIPMENT_LINE_EXTRACT,INC_FSCM_SCM_RCV_RECEIVING_INBOUND_SHIPMENT_LINE_EXTRACT,IEI_FSCM_SCM_RCV_RECEIVING_INBOUND_SHIPMENT_LINE_EXTRACT
file_hcmtopmodelanalyticsglobalam_actionam_actionoccurrencespvo,HCM_ACTION_ACTION_OCCURRENCES,hcmtopmodelanalyticsglobalam.actionam.actionoccurrencespvo,HCM-FULL,,,,PK_HCM_ACTION_ACTION_OCCURRENCES,INC_HCM_ACTION_ACTION_OCCURRENCES,IEI_HCM_ACTION_ACTION_OCCURRENCES
file_hcmtopmodelanalyticsglobalam_actionam_actionreasonspvo,HCM_ACTION_ACTION_REASONS,hcmtopmodelanalyticsglobalam.actionam.actionreasonspvo,HCM-FULL,,,,PK_HCM_ACTION_ACTION_REASONS,INC_HCM_ACTION_ACTION_REASONS,IEI_HCM_ACTION_ACTION_REASONS
file_hcmtopmodelanalyticsglobalam_actionam_actionspvo,HCM_ACTION_ACTIONS,hcmtopmodelanalyticsglobalam.actionam.actionspvo,HCM-FULL,,,,PK_HCM_ACTION_ACTIONS,INC_HCM_ACTION_ACTIONS,IEI_HCM_ACTION_ACTIONS
file_hcmtopmodelanalyticsglobalam_analyticsserviceam_lookupvaluestlpvo,HCM_LOOKUP_VALUES_TL,hcmtopmodelanalyticsglobalam.analyticsserviceam.lookupvaluestlpvo,HCM-FULL,,,,PK_HCM_LOOKUP_VALUES_TL,INC_HCM_LOOKUP_VALUES_TL,IEI_HCM_LOOKUP_VALUES_TL
file_hcmtopmodelanalyticsglobalam_areasofresponsibilityam_assignmentresponsibilitypvo,HCM_AREASOFRESPONSIBILITY_ASSIGNMENT_RESPONSIBILITY,hcmtopmodelanalyticsglobalam.areasofresponsibilityam.assignmentresponsibilitypvo,HCM-FULL,,,,PK_HCM_AREASOFRESPONSIBILITY_ASSIGNMENT_RESPONSIBILITY,INC_HCM_AREASOFRESPONSIBILITY_ASSIGNMENT_RESPONSIBILITY,IEI_HCM_AREASOFRESPONSIBILITY_ASSIGNMENT_RESPONSIBILITY
file_hcmtopmodelanalyticsglobalam_assignmentam_assignmentgradesteppvo,HCM_ASSIGNMENT_ASSIGNMENT_GRADE_STEP,hcmtopmodelanalyticsglobalam.assignmentam.assignmentgradesteppvo,HCM-FULL,,,,PK_HCM_ASSIGNMENT_ASSIGNMENT_GRADE_STEP,INC_HCM_ASSIGNMENT_ASSIGNMENT_GRADE_STEP,IEI_HCM_ASSIGNMENT_ASSIGNMENT_GRADE_STEP
file_hcmtopmodelanalyticsglobalam_assignmentam_assignmentpvo,HCM_ASSIGNMENT_ASSIGNMENT,hcmtopmodelanalyticsglobalam.assignmentam.assignmentpvo,HCM-FULL,,,,PK_HCM_ASSIGNMENT_ASSIGNMENT,INC_HCM_ASSIGNMENT_ASSIGNMENT,IEI_HCM_ASSIGNMENT_ASSIGNMENT
file_hcmtopmodelanalyticsglobalam_assignmentam_assignmentstatustypespvo,HCM_ASSIGNMENT_ASSIGNMENT_STATUS_TYPES,hcmtopmodelanalyticsglobalam.assignmentam.assignmentstatustypespvo,HCM-FULL,,,,PK_HCM_ASSIGNMENT_ASSIGNMENT_STATUS_TYPES,INC_HCM_ASSIGNMENT_ASSIGNMENT_STATUS_TYPES,IEI_HCM_ASSIGNMENT_ASSIGNMENT_STATUS_TYPES
file_hcmtopmodelanalyticsglobalam_assignmentam_assignmentsupervisorpvo,HCM_ASSIGNMENT_ASSIGNMENT_SUPERVISOR,hcmtopmodelanalyticsglobalam.assignmentam.assignmentsupervisorpvo,HCM-FULL,,,,PK_HCM_ASSIGNMENT_ASSIGNMENT_SUPERVISOR,INC_HCM_ASSIGNMENT_ASSIGNMENT_SUPERVISOR,IEI_HCM_ASSIGNMENT_ASSIGNMENT_SUPERVISOR
file_hcmtopmodelanalyticsglobalam_assignmentam_assignmentworkmeasurepvo,HCM_ASSIGNMENT_ASSIGNMENT_WORK_MEASURE,hcmtopmodelanalyticsglobalam.assignmentam.assignmentworkmeasurepvo,HCM-FULL,,,,PK_HCM_ASSIGNMENT_ASSIGNMENT_WORK_MEASURE,INC_HCM_ASSIGNMENT_ASSIGNMENT_WORK_MEASURE,IEI_HCM_ASSIGNMENT_ASSIGNMENT_WORK_MEASURE
file_hcmtopmodelanalyticsglobalam_assignmentam_workrelationshippvo,HCM_ASSIGNMENT_WORK_RELATIONSHIP,hcmtopmodelanalyticsglobalam.assignmentam.workrelationshippvo,HCM-FULL,,,,PK_HCM_ASSIGNMENT_WORK_RELATIONSHIP,INC_HCM_ASSIGNMENT_WORK_RELATIONSHIP,IEI_HCM_ASSIGNMENT_WORK_RELATIONSHIP
file_hcmtopmodelanalyticsglobalam_collectiveagreementam_collectiveagreementpvo,HCM_COLLECTIVEAGREEMENT_COLLECTIVE_AGREEMENT,hcmtopmodelanalyticsglobalam.collectiveagreementam.collectiveagreementpvo,HCM-FULL,,,,PK_HCM_COLLECTIVEAGREEMENT_COLLECTIVE_AGREEMENT,INC_HCM_COLLECTIVEAGREEMENT_COLLECTIVE_AGREEMENT,IEI_HCM_COLLECTIVEAGREEMENT_COLLECTIVE_AGREEMENT
file_hcmtopmodelanalyticsglobalam_commonam_fndflexvaluespvo,HCM_COMMON_FND_FLEX_VALUES,hcmtopmodelanalyticsglobalam.commonam.fndflexvaluespvo,HCM-FULL,,,,PK_HCM_COMMON_FND_FLEX_VALUES,INC_HCM_COMMON_FND_FLEX_VALUES,IEI_HCM_COMMON_FND_FLEX_VALUES
file_hcmtopmodelanalyticsglobalam_compensationam_salarypvo,HCM_COMPENSATION_SALARY,hcmtopmodelanalyticsglobalam.compensationam.salarypvo,HCM-FULL,,,,PK_HCM_COMPENSATION_SALARY,INC_HCM_COMPENSATION_SALARY,IEI_HCM_COMPENSATION_SALARY
file_hcmtopmodelanalyticsglobalam_gradeam_gradeladderpvo,HCM_GRADE_GRADE_LADDER,hcmtopmodelanalyticsglobalam.gradeam.gradeladderpvo,HCM-FULL,,,,PK_HCM_GRADE_GRADE_LADDER,INC_HCM_GRADE_GRADE_LADDER,IEI_HCM_GRADE_GRADE_LADDER
file_hcmtopmodelanalyticsglobalam_gradeam_gradepvo,HCM_GRADE_GRADE,hcmtopmodelanalyticsglobalam.gradeam.gradepvo,HCM-FULL,,,,PK_HCM_GRADE_GRADE,INC_HCM_GRADE_GRADE,IEI_HCM_GRADE_GRADE
file_hcmtopmodelanalyticsglobalam_gradeam_gradesteppvo,HCM_GRADE_GRADE_STEP,hcmtopmodelanalyticsglobalam.gradeam.gradesteppvo,HCM-FULL,,,,PK_HCM_GRADE_GRADE_STEP,INC_HCM_GRADE_GRADE_STEP,IEI_HCM_GRADE_GRADE_STEP
file_hcmtopmodelanalyticsglobalam_gradeam_gradetranslationpvo,HCM_GRADE_GRADE_TRANSLATION,hcmtopmodelanalyticsglobalam.gradeam.gradetranslationpvo,HCM-FULL,,,,PK_HCM_GRADE_GRADE_TRANSLATION,INC_HCM_GRADE_GRADE_TRANSLATION,IEI_HCM_GRADE_GRADE_TRANSLATION
file_hcmtopmodelanalyticsglobalam_gradeam_ratepvo,HCM_GRADE_RATE,hcmtopmodelanalyticsglobalam.gradeam.ratepvo,HCM-FULL,,,,PK_HCM_GRADE_RATE,INC_HCM_GRADE_RATE,IEI_HCM_GRADE_RATE
file_hcmtopmodelanalyticsglobalam_gradeam_ratetranslationpvo,HCM_GRADE_RATE_TRANSLATION,hcmtopmodelanalyticsglobalam.gradeam.ratetranslationpvo,HCM-FULL,,,,PK_HCM_GRADE_RATE_TRANSLATION,INC_HCM_GRADE_RATE_TRANSLATION,IEI_HCM_GRADE_RATE_TRANSLATION
file_hcmtopmodelanalyticsglobalam_gradeam_ratevaluepvo,HCM_GRADE_RATE_VALUE,hcmtopmodelanalyticsglobalam.gradeam.ratevaluepvo,HCM-FULL,,,,PK_HCM_GRADE_RATE_VALUE,INC_HCM_GRADE_RATE_VALUE,IEI_HCM_GRADE_RATE_VALUE
file_hcmtopmodelanalyticsglobalam_hcmbenefitsam_covereddependentspvo,HCM_BENEFITS_COVERED_DEPENDENTS,hcmtopmodelanalyticsglobalam.hcmbenefitsam.covereddependentspvo,HCM-FULL,,,,PK_HCM_BENEFITS_COVERED_DEPENDENTS,INC_HCM_BENEFITS_COVERED_DEPENDENTS,IEI_HCM_BENEFITS_COVERED_DEPENDENTS
file_hcmtopmodelanalyticsglobalam_hcmbenefitsam_lifeeventpvo,HCM_BENEFITS_LIFE_EVENT,hcmtopmodelanalyticsglobalam.hcmbenefitsam.lifeeventpvo,HCM-FULL,,,,PK_HCM_BENEFITS_LIFE_EVENT,INC_HCM_BENEFITS_LIFE_EVENT,IEI_HCM_BENEFITS_LIFE_EVENT
file_hcmtopmodelanalyticsglobalam_hcmbenefitsam_optionpvo,HCM_BENEFITS_OPTION,hcmtopmodelanalyticsglobalam.hcmbenefitsam.optionpvo,HCM-FULL,,,,PK_HCM_BENEFITS_OPTION,INC_HCM_BENEFITS_OPTION,IEI_HCM_BENEFITS_OPTION
file_hcmtopmodelanalyticsglobalam_hcmbenefitsam_planpvo,HCM_BENEFITS_PLAN,hcmtopmodelanalyticsglobalam.hcmbenefitsam.planpvo,HCM-FULL,,,,PK_HCM_BENEFITS_PLAN,INC_HCM_BENEFITS_PLAN,IEI_HCM_BENEFITS_PLAN
file_hcmtopmodelanalyticsglobalam_hcmbenefitsam_plantypepvo,HCM_BENEFITS_PLAN_TYPE,hcmtopmodelanalyticsglobalam.hcmbenefitsam.plantypepvo,HCM-FULL,,,,PK_HCM_BENEFITS_PLAN_TYPE,INC_HCM_BENEFITS_PLAN_TYPE,IEI_HCM_BENEFITS_PLAN_TYPE
file_hcmtopmodelanalyticsglobalam_hcmbenefitsam_programpvo,HCM_BENEFITS_PROGRAM,hcmtopmodelanalyticsglobalam.hcmbenefitsam.programpvo,HCM-FULL,,,,PK_HCM_BENEFITS_PROGRAM,INC_HCM_BENEFITS_PROGRAM,IEI_HCM_BENEFITS_PROGRAM
file_hcmtopmodelanalyticsglobalam_hcmelementsetupam_elementclassificationstranslation,HCM_HCMELEMENTSETUP_ELEMENT_CLASSIFICATIONS_TRANSLATION,hcmtopmodelanalyticsglobalam.hcmelementsetupam.elementclassificationstranslation,HCM-FULL,,,,PK_HCM_HCMELEMENTSETUP_ELEMENT_CLASSIFICATIONS_TRANSLATION,INC_HCM_HCMELEMENTSETUP_ELEMENT_CLASSIFICATIONS_TRANSLATION,IEI_HCM_HCMELEMENTSETUP_ELEMENT_CLASSIFICATIONS_TRANSLATION
file_hcmtopmodelanalyticsglobalam_hcmelementsetupam_originatingelement,HCM_HCMELEMENTSETUP_ORIGINATING_ELEMENT,hcmtopmodelanalyticsglobalam.hcmelementsetupam.originatingelement,HCM-FULL,,,,PK_HCM_HCMELEMENTSETUP_ORIGINATING_ELEMENT,INC_HCM_HCMELEMENTSETUP_ORIGINATING_ELEMENT,IEI_HCM_HCMELEMENTSETUP_ORIGINATING_ELEMENT
file_hcmtopmodelanalyticsglobalam_hcmextractam_hcmpayregsbiccextractam_biassignedpayrollpvo,HCM_PAYREGS_BI_ASSIGNED_PAYROLL,hcmtopmodelanalyticsglobalam.hcmextractam.hcmpayregsbiccextractam.biassignedpayrollpvo,HCM-FULL,,,,PK_HCM_PAYREGS_BI_ASSIGNED_PAYROLL,INC_HCM_PAYREGS_BI_ASSIGNED_PAYROLL,IEI_HCM_PAYREGS_BI_ASSIGNED_PAYROLL
file_hcmtopmodelanalyticsglobalam_hcmpaycoream_timeperiodpvo,HCM_PAYCORE_TIME_PERIOD,hcmtopmodelanalyticsglobalam.hcmpaycoream.timeperiodpvo,HCM-FULL,,,,PK_HCM_PAYCORE_TIME_PERIOD,INC_HCM_PAYCORE_TIME_PERIOD,IEI_HCM_PAYCORE_TIME_PERIOD
file_hcmtopmodelanalyticsglobalam_hcmreccandidatesam_candidatepvo,HCM_RECCANDIDATES_CANDIDATE,hcmtopmodelanalyticsglobalam.hcmreccandidatesam.candidatepvo,HCM-FULL,,,,PK_HCM_RECCANDIDATES_CANDIDATE,INC_HCM_RECCANDIDATES_CANDIDATE,IEI_HCM_RECCANDIDATES_CANDIDATE
file_hcmtopmodelanalyticsglobalam_hcmrechiringoffersam_offerpvo,HCM_RECHIRINGOFFERS_OFFER,hcmtopmodelanalyticsglobalam.hcmrechiringoffersam.offerpvo,HCM-FULL,,,,PK_HCM_RECHIRINGOFFERS_OFFER,INC_HCM_RECHIRINGOFFERS_OFFER,IEI_HCM_RECHIRINGOFFERS_OFFER
file_hcmtopmodelanalyticsglobalam_hcmrechiringrequisitionam_jobrequisitionpvo,HCM_RECHIRINGREQUISITION_JOB_REQUISITION,hcmtopmodelanalyticsglobalam.hcmrechiringrequisitionam.jobrequisitionpvo,HCM-FULL,,,,PK_HCM_RECHIRINGREQUISITION_JOB_REQUISITION,INC_HCM_RECHIRINGREQUISITION_JOB_REQUISITION,IEI_HCM_RECHIRINGREQUISITION_JOB_REQUISITION
file_hcmtopmodelanalyticsglobalam_hcmrecprocesslifecycleam_processpvo,HCM_HCMRECPROCESSLIFECYCLE_PROCESS,hcmtopmodelanalyticsglobalam.hcmrecprocesslifecycleam.processpvo,HCM-FULL,,,,PK_HCM_HCMRECPROCESSLIFECYCLE_PROCESS,INC_HCM_HCMRECPROCESSLIFECYCLE_PROCESS,IEI_HCM_HCMRECPROCESSLIFECYCLE_PROCESS
file_hcmtopmodelanalyticsglobalam_hcmrecprocesslifecycleam_routingstepphasepvo,HCM_RECPROCESSLIFECYCLE_ROUTING_STEP_PHASE,hcmtopmodelanalyticsglobalam.hcmrecprocesslifecycleam.routingstepphasepvo,HCM-FULL,,,,PK_HCM_RECPROCESSLIFECYCLE_ROUTING_STEP_PHASE,INC_HCM_RECPROCESSLIFECYCLE_ROUTING_STEP_PHASE,IEI_HCM_RECPROCESSLIFECYCLE_ROUTING_STEP_PHASE
file_hcmtopmodelanalyticsglobalam_hcmrecprocesslifecycleam_routingstepstatepvo,HCM_RECPROCESSLIFECYCLE_ROUTING_STEP_STATE,hcmtopmodelanalyticsglobalam.hcmrecprocesslifecycleam.routingstepstatepvo,HCM-FULL,,,,PK_HCM_RECPROCESSLIFECYCLE_ROUTING_STEP_STATE,INC_HCM_RECPROCESSLIFECYCLE_ROUTING_STEP_STATE,IEI_HCM_RECPROCESSLIFECYCLE_ROUTING_STEP_STATE
file_hcmtopmodelanalyticsglobalam_hcmrecruitingsetupam_phasepvo,HCM_RECRUITINGSETUP_PHASE,hcmtopmodelanalyticsglobalam.hcmrecruitingsetupam.phasepvo,HCM-FULL,,,,PK_HCM_RECRUITINGSETUP_PHASE,INC_HCM_RECRUITINGSETUP_PHASE,IEI_HCM_RECRUITINGSETUP_PHASE
file_hcmtopmodelanalyticsglobalam_hcmrecruitingsetupam_statepvo,HCM_RECRUITINGSETUP_STATE,hcmtopmodelanalyticsglobalam.hcmrecruitingsetupam.statepvo,HCM-FULL,,,,PK_HCM_RECRUITINGSETUP_STATE,INC_HCM_RECRUITINGSETUP_STATE,IEI_HCM_RECRUITINGSETUP_STATE
file_hcmtopmodelanalyticsglobalam_hcmrecsubmissionsam_jobapphisteventpvo,HCM_RECSUBMISSIONS_JOB_APP_HIST_EVENT,hcmtopmodelanalyticsglobalam.hcmrecsubmissionsam.jobapphisteventpvo,HCM-FULL,,,,PK_HCM_RECSUBMISSIONS_JOB_APP_HIST_EVENT,INC_HCM_RECSUBMISSIONS_JOB_APP_HIST_EVENT,IEI_HCM_RECSUBMISSIONS_JOB_APP_HIST_EVENT
file_hcmtopmodelanalyticsglobalam_hcmrecsubmissionsam_submissionviewallpvo,HCM_RECSUBMISSIONS_SUBMISSION_VIEW_ALL,hcmtopmodelanalyticsglobalam.hcmrecsubmissionsam.submissionviewallpvo,HCM-FULL,,,,PK_HCM_RECSUBMISSIONS_SUBMISSION_VIEW_ALL,INC_HCM_RECSUBMISSIONS_SUBMISSION_VIEW_ALL,IEI_HCM_RECSUBMISSIONS_SUBMISSION_VIEW_ALL
file_hcmtopmodelanalyticsglobalam_jobam_jobextractpvo,HCM_JOB_JOB_EXTRACT,hcmtopmodelanalyticsglobalam.jobam.jobextractpvo,HCM-FULL,,,,PK_HCM_JOB_JOB_EXTRACT,INC_HCM_JOB_JOB_EXTRACT,IEI_HCM_JOB_JOB_EXTRACT
file_hcmtopmodelanalyticsglobalam_jobam_jobfamilypvo,HCM_JOB_JOB_FAMILY,hcmtopmodelanalyticsglobalam.jobam.jobfamilypvo,HCM-FULL,,,,PK_HCM_JOB_JOB_FAMILY,INC_HCM_JOB_JOB_FAMILY,IEI_HCM_JOB_JOB_FAMILY
file_hcmtopmodelanalyticsglobalam_jobam_joblegislativepvo,HCM_JOB_JOB_LEGISLATIVE,hcmtopmodelanalyticsglobalam.jobam.joblegislativepvo,HCM-FULL,,,,PK_HCM_JOB_JOB_LEGISLATIVE,INC_HCM_JOB_JOB_LEGISLATIVE,IEI_HCM_JOB_JOB_LEGISLATIVE
file_hcmtopmodelanalyticsglobalam_legislativedatagroupam_legislativedatagrouptranslationpvo,HCM_LEGISLATIVEDATAGROUP_LEGISLATIVE_DATA_GROUP_TRANSLATION,hcmtopmodelanalyticsglobalam.legislativedatagroupam.legislativedatagrouptranslationpvo,HCM-FULL,,,,PK_HCM_LEGISLATIVEDATAGROUP_LEGISLATIVE_DATA_GROUP_TRANSLATION,INC_HCM_LEGISLATIVEDATAGROUP_LEGISLATIVE_DATA_GROUP_TRANSLATION,IEI_HCM_LEGISLATIVEDATAGROUP_LEGISLATIVE_DATA_GROUP_TRANSLATION
